,meteorite_name,recclass,mass_g,impact_year,retclat,reclong
25340,Pecora Escarpment 91321,H6,23.6,1991,-85.67671,-69.0633
25341,Pecora Escarpment 91322,H5,7.7,1991,-85.67838,-69.07178
25342,Pecora Escarpment 91323,H5,31.8,1991,-85.67437,-68.98393
25343,Pecora Escarpment 91324,L6,26.8,1991,-85.67909,-69.07656
25344,Pecora Escarpment 91325,H6,2.8,1991,-85.68174,-68.75488
25345,Pecora Escarpment 91326,H5,7.8,1991,-85.67993,-68.75044
25346,Pecora Escarpment 91327,CM2,5.2,1991,-85.67811,-69.0677
25347,Pecora Escarpment 91328,CH3,11,1991,-85.67872,-69.07009
25348,Pecora Escarpment 91329,H5,8.5,1991,-85.6767,-69.08265
25349,Pecora Escarpment 91330,L5,13.2,1991,-85.67923,-68.74265
25350,Pecora Escarpment 91331,L4,13.5,1991,-85.6819,-68.76504
25351,Pecora Escarpment 91332,H6,7.1,1991,-85.67856,-69.06969
25352,Pecora Escarpment 91333,H6,8.2,1991,-85.6767,-69.08035
25353,Pecora Escarpment 91334,L6,5.9,1991,-85.68161,-68.7891
25354,Pecora Escarpment 91335,H6,2,1991,-85.67792,-69.06472
25355,Pecora Escarpment 91336,H5,4.1,1991,-85.67845,-69.06783
25356,Pecora Escarpment 91337,H5,24.7,1991,-85.67442,-68.97933
25357,Pecora Escarpment 91338,L4,26.5,1991,-85.68292,-68.82981
25358,Pecora Escarpment 91339,L5,26.8,1991,-85.67985,-68.75014
25359,Pecora Escarpment 91340,L5,4.9,1991,-85.67852,-69.06646
25360,Pecora Escarpment 91341,H5,11.4,1991,-85.67706,-69.0804
25361,Pecora Escarpment 91342,H5,13,1991,-85.67691,-69.06912
25362,Pecora Escarpment 91343,H6,1.9,1991,-85.67633,-69.08425
25363,Pecora Escarpment 91344,H4,3.4,1991,-85.67781,-69.06499
25364,Pecora Escarpment 91345,H5,7.7,1991,-85.67838,-69.06468
25365,Pecora Escarpment 91346,H5,38.6,1991,-85.68217,-68.75794
25366,Pecora Escarpment 91347,L5,23.1,1991,-85.6815,-68.80952
25367,Pecora Escarpment 91348,H5,6.3,1991,-85.67872,-69.06797
25368,Pecora Escarpment 91349,H5,6.9,1991,-85.67711,-69.07393
25369,Pecora Escarpment 91350,L6,50.2,1991,-85.68201,-68.74666
25370,Pecora Escarpment 91351,H5,3,1991,-85.67746,-69.04883
25371,Pecora Escarpment 91352,H5,1.6,1991,-85.67734,-69.06165
25372,Pecora Escarpment 91353,L6,1.2,1991,-85.67554,-68.73924
25373,Pecora Escarpment 91354,L6,3.8,1991,-85.67467,-69.08776
25374,Pecora Escarpment 91355,LL3.5,3.2,1991,-85.67839,-69.06841
25375,Pecora Escarpment 91356,H5,2,1991,-85.67736,-69.06034
25376,Pecora Escarpment 91357,L6,0.1,1991,-85.67623,-69.08566
25377,Pecora Escarpment 91358,H6,4.1,1991,-85.67808,-69.06362
25378,Pecora Escarpment 91359,H5,2.3,1991,-85.67808,-69.07012
25379,Pecora Escarpment 91360,L6,8.7,1991,-85.63333,-68.7
25380,Pecora Escarpment 91361,L6,20.8,1991,-85.63333,-68.7
25381,Pecora Escarpment 91362,H6,19.3,1991,-85.66043,-69.04611
25382,Pecora Escarpment 91363,H5,25.8,1991,-85.6578,-69.04448
25383,Pecora Escarpment 91364,L6,133.1,1991,-85.68836,-68.33928
25384,Pecora Escarpment 91365,L6,15,1991,-85.6881,-68.35014
25385,Pecora Escarpment 91366,L6,153.6,1991,-85.69913,-68.96201
25386,Pecora Escarpment 91367,L6,31.3,1991,-85.63333,-68.7
25387,Pecora Escarpment 91368,L6,74.6,1991,-85.63333,-68.7
25388,Pecora Escarpment 91369,H6,22,1991,-85.65818,-69.02361
25389,Pecora Escarpment 91370,L6,33,1991,-85.63333,-68.7
25390,Pecora Escarpment 91371,H5,17,1991,-85.69784,-69.00393
25391,Pecora Escarpment 91372,L6,136.6,1991,-85.69922,-68.96758
25392,Pecora Escarpment 91373,L6,12.1,1991,-85.68809,-68.35024
25393,Pecora Escarpment 91374,L6,20.5,1991,-85.68822,-68.34139
25394,Pecora Escarpment 91375,H6,18.5,1991,-85.65905,-69.05721
25395,Pecora Escarpment 91376,H5,16.6,1991,-85.68066,-68.35374
25396,Pecora Escarpment 91377,H6,1.6,1991,-85.69004,-69.09557
25397,Pecora Escarpment 91378,H5,54.8,1991,-85.69737,-68.72953
25398,Pecora Escarpment 91379,H6,69.3,1991,-85.69471,-69.0752
25399,Pecora Escarpment 91380,H5,10.4,1991,-85.68602,-68.92607
25400,Pecora Escarpment 91381,H5,11.2,1991,-85.68767,-69.02217
25401,Pecora Escarpment 91382,L6,112.1,1991,-85.69914,-68.9618
25402,Pecora Escarpment 91383,EH3,48.9,1991,-85.66605,-68.54123
25403,Pecora Escarpment 91384,L4,13.4,1991,-85.69049,-69.02725
25404,Pecora Escarpment 91385,H5,3.8,1991,-85.68586,-68.94273
25405,Pecora Escarpment 91386,L6,32.3,1991,-85.63333,-68.7
25406,Pecora Escarpment 91387,H6,0.4,1991,-85.68994,-69.09884
25407,Pecora Escarpment 91388,"Pallasite, PMG",20.7,1991,-85.6927,-69.01495
25408,Pecora Escarpment 91389,LL6,101,1991,-85.63333,-68.7
25409,Pecora Escarpment 91390,L6,132.3,1991,-85.68828,-68.3393
25410,Pecora Escarpment 91391,L6,137.5,1991,-85.68838,-68.33979
25411,Pecora Escarpment 91392,H4,12.2,1991,-85.68789,-69.05137
25412,Pecora Escarpment 91393,H5,37.6,1991,-85.68994,-68.91388
25413,Pecora Escarpment 91394,L6,15.5,1991,-85.68764,-68.36274
25414,Pecora Escarpment 91395,H5,39.7,1991,-85.64599,-69.05071
25415,Pecora Escarpment 91396,L6,57.6,1991,-85.68779,-68.34962
25416,Pecora Escarpment 91397,H6,3.1,1991,-85.67376,-68.73391
25417,Pecora Escarpment 91398,EH3,2.6,1991,-85.67129,-68.7591
25418,Pecora Escarpment 91399,L6,4.8,1991,-85.69895,-68.96915
25419,Pecora Escarpment 91400,L6,48.8,1991,-85.69224,-69.05878
25420,Pecora Escarpment 91401,L5,118.8,1991,-85.69992,-68.47189
25421,Pecora Escarpment 91402,L5,68.1,1991,-85.58234,-68.39884
25422,Pecora Escarpment 91403,H4,73.2,1991,-85.69266,-69.0141
25423,Pecora Escarpment 91404,H5,12,1991,-85.67069,-68.62513
25424,Pecora Escarpment 91405,H5,7.5,1991,-85.69187,-69.08121
25425,Pecora Escarpment 91406,H5,6.4,1991,-85.69465,-69.07431
25426,Pecora Escarpment 91407,L6,5,1991,-85.69061,-69.09422
25427,Pecora Escarpment 91408,H5,6,1991,-85.69025,-69.09803
25428,Pecora Escarpment 91409,L6,2.7,1991,-85.69865,-68.82044
25429,Pecora Escarpment 91410,H6,104.4,1991,-85.68991,-68.84543
25430,Pecora Escarpment 91411,L6,103.5,1991,-85.68834,-68.33969
25431,Pecora Escarpment 91412,L6,96.2,1991,-85.68832,-68.34102
25432,Pecora Escarpment 91413,H5,50.1,1991,-85.70003,-68.54934
25433,Pecora Escarpment 91414,H4,138,1991,-85.69516,-69.01524
25434,Pecora Escarpment 91415,H5,36.3,1991,-85.69025,-68.94491
25435,Pecora Escarpment 91416,LL6,165,1991,-85.70188,-68.51262
25436,Pecora Escarpment 91417,LL6,74.2,1991,-85.69048,-68.91223
25437,Pecora Escarpment 91418,H6,14,1991,-85.69023,-69.0905
25438,Pecora Escarpment 91419,L6,28.7,1991,-85.69321,-69.0472
25439,Pecora Escarpment 91420,L6,36.7,1991,-85.68839,-68.34103
25440,Pecora Escarpment 91421,H6,16.4,1991,-85.68977,-68.94836
25441,Pecora Escarpment 91422,L6,54.4,1991,-85.6932,-69.02152
25442,Pecora Escarpment 91423,H5,9.5,1991,-85.69055,-69.09059
25443,Pecora Escarpment 91424,L5,31.3,1991,-85.68776,-68.90476
25444,Pecora Escarpment 91425,H5,18.1,1991,-85.68684,-68.95035
25445,Pecora Escarpment 91426,H5,7.8,1991,-85.69376,-69.09772
25446,Pecora Escarpment 91427,H5,8,1991,-85.69206,-69.08598
25447,Pecora Escarpment 91428,L6,19.6,1991,-85.68768,-68.36234
25448,Pecora Escarpment 91429,L6,3.1,1991,-85.68291,-68.52591
25449,Pecora Escarpment 91430,L6,8.9,1991,-85.68693,-68.37471
25450,Pecora Escarpment 91431,H5,8.9,1991,-85.63333,-68.7
25451,Pecora Escarpment 91432,L6,23.3,1991,-85.63333,-68.7
25452,Pecora Escarpment 91433,H5,5.6,1991,-85.69246,-69.01361
25453,Pecora Escarpment 91434,L6,3.4,1991,-85.69088,-68.52405
25454,Pecora Escarpment 91435,H6,8.4,1991,-85.69246,-69.09583
25455,Pecora Escarpment 91436,L6,8.4,1991,-85.69009,-69.09991
25456,Pecora Escarpment 91437,H6,156.2,1991,-85.65111,-68.58767
25457,Pecora Escarpment 91438,L6,120.3,1991,-85.67015,-68.40572
25458,Pecora Escarpment 91439,LL6,194.5,1991,-85.68217,-68.2347
25459,Pecora Escarpment 91440,H5,8,1991,-85.67654,-69.03311
25460,Pecora Escarpment 91441,L6,2.4,1991,-85.67609,-69.03787
25461,Pecora Escarpment 91442,L6,10.5,1991,-85.68261,-68.79651
25462,Pecora Escarpment 91443,H5,3.6,1991,-85.678,-69.06126
25463,Pecora Escarpment 91444,EH3,2.6,1991,-85.65804,-68.63396
25464,Pecora Escarpment 91445,L5,4.8,1991,-85.67131,-67.92851
25465,Pecora Escarpment 91446,L6,22.7,1991,-85.67856,-69.05905
25466,Pecora Escarpment 91447,H5,8.3,1991,-85.66111,-68.35643
25467,Pecora Escarpment 91448,LL6,92.7,1991,-85.65807,-68.17227
25468,Pecora Escarpment 91449,H5,8.2,1991,-85.65992,-68.4523
25469,Pecora Escarpment 91450,L6,19.3,1991,-85.66861,-68.06133
25470,Pecora Escarpment 91451,EH3,17.7,1991,-85.65107,-68.60045
25471,Pecora Escarpment 91452,CH3,7.2,1991,-85.67874,-69.06662
25472,Pecora Escarpment 91453,LL6,91.8,1991,-85.65917,-68.16706
25473,Pecora Escarpment 91454,L5,125.7,1991,-85.6771,-69.04709
25474,Pecora Escarpment 91455,L6,7.1,1991,-85.66132,-68.33267
25475,Pecora Escarpment 91456,H5,3.6,1991,-85.67621,-69.0336
25476,Pecora Escarpment 91457,H5,6.1,1991,-85.67642,-69.03719
25477,Pecora Escarpment 91458,L4,6.7,1991,-85.65116,-68.58636
25478,Pecora Escarpment 91459,L6,49.3,1991,-85.66126,-68.11959
25479,Pecora Escarpment 91460,H5,10.7,1991,-85.68203,-68.17912
25480,Pecora Escarpment 91461,EH3,27.5,1991,-85.66528,-68.68308
25481,Pecora Escarpment 91462,H5,18.2,1991,-85.67238,-68.22148
25482,Pecora Escarpment 91463,H5,20.3,1991,-85.66673,-68.28574
25483,Pecora Escarpment 91464,H5,133.9,1991,-85.59803,-68.37022
25484,Pecora Escarpment 91465,H5,10.6,1991,-85.67676,-69.04928
25485,Pecora Escarpment 91466,L6,15.9,1991,-85.67847,-69.0604
25486,Pecora Escarpment 91467,CH3,46.9,1991,-85.67876,-69.05982
25487,Pecora Escarpment 91468,L6,6.6,1991,-85.66251,-68.54666
25488,Pecora Escarpment 91469,H5,6.6,1991,-85.65685,-68.5441
25489,Pecora Escarpment 91470,CK4,33.5,1991,-85.67713,-68.26602
25490,Pecora Escarpment 91471,H5,10.2,1991,-85.67866,-69.06528
25491,Pecora Escarpment 91472,H5,72.5,1991,-85.67787,-69.05071
25492,Pecora Escarpment 91473,H5,21.3,1991,-85.66443,-68.32525
25493,Pecora Escarpment 91474,H5,77.2,1991,-85.6698,-68.46076
25494,Pecora Escarpment 91475,EH3,29.9,1991,-85.66561,-68.30703
25495,Pecora Escarpment 91476,H5,75.7,1991,-85.65045,-68.66452
25496,Pecora Escarpment 91477,EH3,16.3,1991,-85.65128,-68.61946
25497,Pecora Escarpment 91478,L6,14.8,1991,-85.67866,-69.06104
25498,Pecora Escarpment 91479,LL5,37.1,1991,-85.65753,-68.60027
25499,Pecora Escarpment 91480,H5,28.5,1991,-85.65535,-68.57543
25500,Pecora Escarpment 91481,EH3,0.6,1991,-85.65847,-68.23216
25501,Pecora Escarpment 91482,L6,17.1,1991,-85.67866,-69.06014
25502,Pecora Escarpment 91483,H5,5.5,1991,-85.55819,-68.31586
25503,Pecora Escarpment 91484,H5,24.9,1991,-85.66084,-68.23017
25504,Pecora Escarpment 91485,H5,7.4,1991,-85.65355,-68.60229
25505,Pecora Escarpment 91486,H6,11,1991,-85.65141,-68.61913
25506,Pecora Escarpment 91487,H5,15.4,1991,-85.67863,-69.06128
25507,Pecora Escarpment 91488,H5,9.9,1991,-85.65606,-68.48118
25508,Pecora Escarpment 91489,H5,19,1991,-85.61578,-68.58282
25509,Pecora Escarpment 91490,H5,6.7,1991,-85.69314,-69.04703
25510,Pedernales,"Iron, IAB complex",691,1980,30.33333,-98.95
25511,Peetz,L6,"11,500",1937,40.95,-103.08333
25512,Pei Xian,Iron,"400,000",1917,34.7,117
25513,Pelona Mountain,H5,618,1999,33.66667,-108.1
25514,Pennyweight,"Iron, ungrouped",12.7,1982,-29.11667,122.08333
25515,Penokee,H5,"3,580",1947,39.35,-99.91667
25516,Penouille,"Iron, IAB complex",72.54,1984,48.85,-64.43333
25517,Pep,OC,591,1966,33.73,-102.57667
25518,Perryton,LL6,"2,114",1975,36.35333,-100.73167
25519,Perryville,"Iron, IIC","17,500",1906,37.73333,-89.85
25520,Persimmon Creek,"Iron, IAB-sLM","5,000",1893,35.05,-84.23333
25521,Petropavlovka,H4,"1,773",1916,48.2,43.73333
25522,Petropavlovsk,"Iron, ungrouped","7,000",1841,53.35,87.18333
25523,Pevensey,LL5,"4,300",1868,-34.78333,144.66667
25524,Phillips County (pallasite),"Pallasite, PMG-an","1,360",1935,40.45,-102.38333
25525,Phulmari,Stone-uncl,"4,064",1936,20.13333,75.5
25526,Picacho,"Iron, IIIAB","22,000",1952,33.2,-105
25527,Pickens County,H6,400,1908,34.5,-84.5
25528,Piedade do Bagre,"Iron, ungrouped","59,000",1922,-18.94167,-44.98333
25529,Pierceville (iron),"Iron, IIIAB","100,000",1917,37.86667,-100.66667
25530,Pierceville (stone),L6,"2,125",1939,37.86667,-100.66667
25531,Pigick,H5,690,1994,-35.90667,141.855
25532,Pima County,"Iron, IIAB",210,1947,32.2,-111
25533,Pine Bluffs,H,"2,700",1935,41.18333,-104.06667
25534,Pine Dam,L5,200.4,1976,-30.41667,138
25535,Pine River,"Iron, IAB-sLL","3,600",1931,44.21667,-89.1
25536,Pingrup,H5-melt breccia,"1,213",2011,-33.58316,118.65662
25537,Pinnaroo,Mesosiderite-A4,"39,400",1927,-35.38333,140.91667
25538,Piñon,"Iron, ungrouped","17,850",1928,32.66667,-105.1
25539,Pinto Mountains,L6,"17,900",1954,34,-115.78333
25540,Pipe Creek,H6,"13,600",1887,29.68333,-98.91667
25541,Pirapora,"Iron, IIAB","6,175",1888,-17.3,-45
25542,Pitino,H5,"1,667",2002,-27.46667,-60.58333
25543,Pittsburg,"Iron, IAB-MG",600,1850,40.43333,-80
25544,Pizzetti Well,H5,218.57,1980,-26.26167,120.73333
25545,Plains,H5,"34,300",1964,33.28333,-102.76667
25546,Plains (d),H4,280,1991,33.26667,-102.9
25547,Plainview (1917),H5,"700,000",1917,34.11667,-101.78333
25548,Plainview (1950),H,"2,200",1950,34.11667,-101.78333
25549,Plainview (c),OC,631,1963,34.125,-101.75667
25550,Plainview (d),L6,700,1979,34.1875,-101.70417
25551,Plainview (e),H5,"1,250",2010,34.18513,-101.70558
25552,Plancy-l'Abbaye,H4,180,2003,48.66667,-4.05
25553,Plateau du Tademait 001,H4,99,1990,28.01667,0.3
25554,Plateau du Tademait 002,L6,"4,334",2002,28.29767,0.6665
25555,Plateau du Tademait 003,L5,"10,000",2002,28.29833,0.66667
25556,Plateau du Tademait 004,L6,"3,000",2002,28.3,0.5
25557,Plateau du Tademait 005,L6,420,2002,27.89167,0.21667
25558,Plateau du Tademait 006,LL6,"2,995",2004,27.37033,0.70617
25559,Pleasanton,H5,"2,300",1935,38.18333,-94.71667
25560,Plymouth,"Iron, IIIAB","14,000",1893,41.33333,-86.31667
25561,Podgrodzie,H4/5,8.9,2000,50.90333,21.54983
25562,Podolkhovsky,L6,648,2007,49.66883,42.8325
25563,Poeppel Corner,L6,277,1980,-25.78333,137.93333
25564,Point Berliet,H5,"42,000",2001,20.537,9.53783
25565,Point of Rocks (iron),"Iron, IIIAB","18,000",1956,36.5,-104.5
25566,Point of Rocks (stone),L6,800,1954,36.5,-104.5
25567,Poison Spring,Iron,524,1971,38.17,-110.36667
25568,Polujamki,H4,"18,350",1971,52.1,79.7
25569,Pomozdino,Eucrite-cm,327,1964,62.2,54.16667
25570,Pony Creek,H4,"4,642",1947,31.66333,-99.95
25571,Poolowanna,H5,875,1997,-29.83167,136.85867
25572,Poonarunna,H5,76,1970,-27.76667,137.85
25573,Portales (a),H4,"3,240",1967,34.06667,-103.5
25574,Portales (b),L6,595.8,1967,34.06667,-103.5
25575,Portales (c),H4,"6,000",1967,34.1,-103.41667
25576,Portis,L,30,1959,39.56667,-98.68333
25577,Porto Alegre,"Iron, IIIE","200,000",2005,-30.03306,-51.23
25578,Post,L,"2,000",1965,33.11667,-101.38333
25579,Potter,L6,"261,000",1941,41.23333,-103.3
25580,Powell Peak 001,H6,42.8,2011,34.68222,-114.33046
25581,Powell Peak 002,L4,"1,062",2008,34.7049,-114.34572
25582,Powellsville,H5,"4,310",1990,38.66667,-82.78333
25583,Prairie Dog Creek,H3.7,"2,900",1893,39.63333,-100.5
25584,Prambanan,"Iron, ungrouped","500,000",1797,-7.56667,110.83333
25585,Premier Downs 001,L5,83,1989,-30.46667,125.46667
25586,Premier Downs 002,LL5-6,124.6,2008,-30.68833,125.51333
25587,Preobrazhenka,H3/4,418,1949,53.7,79.5
25588,Primm,H5,"3,383",1997,35.66667,-115.36667
25589,Prospector Pool,"Iron, ungrouped","2,768",2003,-29.35,121.76667
25590,Providence,"Iron, IIIAB","6,804",1903,38.56667,-85.23333
25591,Puente del Zacate,"Iron, IIIAB","30,790",1904,27.86667,-101.5
25592,Puente-Ladron,L,7.7,1944,34.4,-106.85
25593,Puerta de Arauco,Iron,"1,533",1904,-28.88333,-66.66667
25594,Puerto Libertad,L,66,1973,29.9,-112.68333
25595,Puquios,"Iron, IID","6,580",1885,-27.15,-69.91667
25596,Purgatory Peak A77006,"Iron, IAB-MG","19,068",1977,-77.33333,162.3
25597,Purmela,"Iron, IIF","4,500",1977,29.5,-98.05
25598,Putnam County,"Iron, IVA","32,700",1839,33.25,-83.25
25599,Qarat al Milh 001,LL4-6,"7,269",2005,21.37015,57.7291
25600,Qaşr Tarcine,L6,150,2010,33.24333,9.86638
25601,Qijiaojing,"Iron, ungrouped","160,000",2003,43.75,92.91667
25602,Quarat al Hanish,"Iron, IAB-sHL",593,1979,25.15,25.58333
25603,Quartz Mountain,"Iron, IIIAB","4,832",1935,37.2,-116.7
25604,Quartzsite,L4,69.7,2002,33.68085,-114.1958
25605,Qued Mya 001,H6,90,1991,30.28306,3.62
25606,Queen Alexandra Range 02100,LL5,"1,007.50",2002,-84,168
25607,Queen Alexandra Range 02101,LL5,0.96,2002,-84,168
25608,Queen Alexandra Range 02102,LL5,7.39,2002,-84,168
25609,Queen Alexandra Range 02103,H5,4.33,2002,-84,168
25610,Queen Alexandra Range 02104,H5,9.86,2002,-84,168
25611,Queen Alexandra Range 02105,LL6,0.77,2002,-84,168
25612,Queen Alexandra Range 02106,H6,4.38,2002,-84,168
25613,Queen Alexandra Range 02107,H5,18.01,2002,-84,168
25614,Queen Alexandra Range 02108,LL5,0.79,2002,-84,168
25615,Queen Alexandra Range 02109,H5,5.28,2002,-84,168
25616,Queen Alexandra Range 02110,H5,136.62,2002,-84,168
25617,Queen Alexandra Range 02111,H5,19.51,2002,-84,168
25618,Queen Alexandra Range 02112,LL4,12.12,2002,-84,168
25619,Queen Alexandra Range 02113,H5,6.42,2002,-84,168
25620,Queen Alexandra Range 02114,H5,12.97,2002,-84,168
25621,Queen Alexandra Range 02115,H6,9.04,2002,-84,168
25622,Queen Alexandra Range 02116,H5,4.62,2002,-84,168
25623,Queen Alexandra Range 02117,L4,4.71,2002,-84,168
25624,Queen Alexandra Range 02118,LL5,4.61,2002,-84,168
25625,Queen Alexandra Range 02119,LL5,3.88,2002,-84,168
25626,Queen Alexandra Range 02120,LL5,15.47,2002,-84,168
25627,Queen Alexandra Range 02121,LL4,18.1,2002,-84,168
25628,Queen Alexandra Range 02122,LL4,5.06,2002,-84,168
25629,Queen Alexandra Range 02123,LL4,10.36,2002,-84,168
25630,Queen Alexandra Range 02124,H6,11.25,2002,-84,168
25631,Queen Alexandra Range 02125,LL4,17.18,2002,-84,168
25632,Queen Alexandra Range 02126,LL5,3.8,2002,-84,168
25633,Queen Alexandra Range 02127,LL4,5.43,2002,-84,168
25634,Queen Alexandra Range 02128,LL4,4.76,2002,-84,168
25635,Queen Alexandra Range 02129,H4,15.36,2002,-84,168
25636,Queen Alexandra Range 02130,LL5,1.26,2002,-84,168
25637,Queen Alexandra Range 02131,LL5,11.55,2002,-84,168
25638,Queen Alexandra Range 02132,L5,5.39,2002,-84,168
25639,Queen Alexandra Range 02133,H6,12.85,2002,-84,168
25640,Queen Alexandra Range 02134,LL4,8.68,2002,-84,168
25641,Queen Alexandra Range 02135,H6,9.59,2002,-84,168
25642,Queen Alexandra Range 02136,H5,1.82,2002,-84,168
25643,Queen Alexandra Range 02137,LL4,5.49,2002,-84,168
25644,Queen Alexandra Range 02138,H5,10.56,2002,-84,168
25645,Queen Alexandra Range 02139,LL5,1.3,2002,-84,168
25646,Queen Alexandra Range 02140,H5,14.79,2002,-84,168
25647,Queen Alexandra Range 02141,LL5,19.69,2002,-84,168
25648,Queen Alexandra Range 02142,H5,2.19,2002,-84,168
25649,Queen Alexandra Range 02143,H5,7.86,2002,-84,168
25650,Queen Alexandra Range 02144,H5,5.93,2002,-84,168
25651,Queen Alexandra Range 02145,L4,0.83,2002,-84,168
25652,Queen Alexandra Range 02146,L6,1.2,2002,-84,168
25653,Queen Alexandra Range 02147,L5,4.6,2002,-84,168
25654,Queen Alexandra Range 02148,H6,12.14,2002,-84,168
25655,Queen Alexandra Range 02149,LL5,1.32,2002,-84,168
25656,Queen Alexandra Range 02150,H6,2,2002,-84,168
25657,Queen Alexandra Range 02151,H6,3.8,2002,-84,168
25658,Queen Alexandra Range 02152,L6,0.5,2002,-84,168
25659,Queen Alexandra Range 02153,LL5,1,2002,-84,168
25660,Queen Alexandra Range 02154,LL5,2.1,2002,-84,168
25661,Queen Alexandra Range 02155,LL5,9.6,2002,-84,168
25662,Queen Alexandra Range 02156,LL5,4.8,2002,-84,168
25663,Queen Alexandra Range 02157,LL5,7.8,2002,-84,168
25664,Queen Alexandra Range 02159,H6,3.6,2002,-84,168
25665,Queen Alexandra Range 02160,LL5,286.6,2002,-84,168
25666,Queen Alexandra Range 02161,L5,91.44,2002,-84,168
25667,Queen Alexandra Range 02162,H5,26.78,2002,-84,168
25668,Queen Alexandra Range 02163,H6,122.62,2002,-84,168
25669,Queen Alexandra Range 02164,H5,82.82,2002,-84,168
25670,Queen Alexandra Range 02165,H5,50.99,2002,-84,168
25671,Queen Alexandra Range 02166,H5,60.66,2002,-84,168
25672,Queen Alexandra Range 02167,L5,73.34,2002,-84,168
25673,Queen Alexandra Range 02168,H5,50.63,2002,-84,168
25674,Queen Alexandra Range 02169,LL4,58.48,2002,-84,168
25675,Queen Alexandra Range 02170,LL6,24.9,2002,-84,168
25676,Queen Alexandra Range 02171,H5,15.35,2002,-84,168
25677,Queen Alexandra Range 02172,L5,11.5,2002,-84,168
25678,Queen Alexandra Range 02173,H5,6.04,2002,-84,168
25679,Queen Alexandra Range 02174,H5,5.88,2002,-84,168
25680,Queen Alexandra Range 02175,H5,9.94,2002,-84,168
25681,Queen Alexandra Range 02177,LL5,1.9,2002,-84,168
25682,Queen Alexandra Range 02178,LL5,0.55,2002,-84,168
25683,Queen Alexandra Range 02179,L5,3.17,2002,-84,168
25684,Queen Alexandra Range 02180,LL4,51.54,2002,-84,168
25685,Queen Alexandra Range 02181,H5,25.46,2002,-84,168
25686,Queen Alexandra Range 02182,H5,29.1,2002,-84,168
25687,Queen Alexandra Range 02183,LL5,26.66,2002,-84,168
25688,Queen Alexandra Range 02184,LL5,14.45,2002,-84,168
25689,Queen Alexandra Range 02185,LL5,15.23,2002,-84,168
25690,Queen Alexandra Range 02186,H5,37.88,2002,-84,168
25691,Queen Alexandra Range 02187,L5,9.66,2002,-84,168
25692,Queen Alexandra Range 02188,H5,29.23,2002,-84,168
25693,Queen Alexandra Range 02189,LL4,27.09,2002,-84,168
25694,Queen Alexandra Range 86900,Mesosiderite,"1,532.30",1986,-84.60358,162.45587
25695,Queen Alexandra Range 87400,L6,118.7,1987,-84.41065,163.75571
25696,Queen Alexandra Range 87401,L6,"4,866.20",1987,-84.41511,163.67432
25697,Queen Alexandra Range 90200,H4,"9,216.70",1990,-84.59784,162.25299
25698,Queen Alexandra Range 90201,L5,"1,282.50",1990,-84.59622,162.33977
25699,Queen Alexandra Range 90202,L5,440,1990,-84.59633,162.32288
25700,Queen Alexandra Range 90203,H6,"1,132.10",1990,-84.59301,162.78483
25701,Queen Alexandra Range 90204,H6,334.6,1990,-84.6109,162.14203
25702,Queen Alexandra Range 90205,L5,458.5,1990,-84.59612,162.30508
25703,Queen Alexandra Range 90206,L5,548.9,1990,-84.5958,162.33756
25704,Queen Alexandra Range 90207,L5,366.9,1990,-84.59951,162.2393
25705,Queen Alexandra Range 90208,L5,811.6,1990,-84.5978,162.40027
25706,Queen Alexandra Range 90209,L5,560.4,1990,-84.59508,162.34795
25707,Queen Alexandra Range 90210,L5,316.1,1990,-84.60576,162.17359
25708,Queen Alexandra Range 90211,L5,436.3,1990,-84.58632,162.61342
25709,Queen Alexandra Range 90212,L5,607.4,1990,-84.58632,162.61005
25710,Queen Alexandra Range 90213,L5,389,1990,-84.586,162.61564
25711,Queen Alexandra Range 90214,L5,571.3,1990,-84.60076,162.2245
25712,Queen Alexandra Range 90215,L5,358.9,1990,-84.6067,162.16708
25713,Queen Alexandra Range 90216,L5,359.3,1990,-84.60051,162.22791
25714,Queen Alexandra Range 90217,L5,327.7,1990,-84.59503,162.3199
25715,Queen Alexandra Range 90218,L5,926.5,1990,-84.61017,162.15388
25716,Queen Alexandra Range 90219,L5,316,1990,-84.61116,162.14566
25717,Queen Alexandra Range 90220,L6,377.4,1990,-84.59192,162.79943
25718,Queen Alexandra Range 90221,L5,432.7,1990,-84.59651,162.39579
25719,Queen Alexandra Range 90222,L6,476.8,1990,-84.59487,162.82712
25720,Queen Alexandra Range 90223,H6,329.5,1990,-84.59969,162.50348
25721,Queen Alexandra Range 90224,L5,245.8,1990,-84.60579,162.15894
25722,Queen Alexandra Range 90225,L5,325.5,1990,-84.60102,162.22281
25723,Queen Alexandra Range 90226,L5,302,1990,-84.61429,162.12224
25724,Queen Alexandra Range 90227,L5,200.1,1990,-84.59617,162.28531
25725,Queen Alexandra Range 90228,H6,244.7,1990,-84.6021,162.47924
25726,Queen Alexandra Range 90229,L5,307.6,1990,-84.60353,162.19455
25727,Queen Alexandra Range 90230,L5,236.3,1990,-84.59566,162.36918
25728,Queen Alexandra Range 90231,L5,169.2,1990,-84.58079,162.68497
25729,Queen Alexandra Range 90232,L5,181.9,1990,-84.58059,162.58633
25730,Queen Alexandra Range 90233,L5,157.4,1990,-84.59412,162.30082
25731,Queen Alexandra Range 90234,L5,333.2,1990,-84.59484,162.29838
